skill_id,name,description,estimated_hours,roadmap_id,parent_id,parent_title,node_type,category
nodejs_3,npm,"npm: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_backend,,,skill,backend
blockchain_6,Bitcoin Architecture,"Bitcoin Architecture: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_blockchain,blockchain_1,Blockchain Fundamentals,skill,blockchain
blockchain_1,Blockchain Fundamentals,"Blockchain Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_blockchain,,,skill,blockchain
blockchain_13,Blockchain Security,"Blockchain Security: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_blockchain,blockchain_1,Blockchain Fundamentals,skill,blockchain
blockchain_5,Consensus,"Consensus: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_blockchain,,,skill,blockchain
blockchain_2,Cryptography for Blockchain,"Cryptography for Blockchain: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_blockchain,,,skill,blockchain
blockchain_12,DeFi Fundamentals,"DeFi Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_blockchain,blockchain_1,Blockchain Fundamentals,skill,blockchain
blockchain_7,Ethereum Architecture,"Ethereum Architecture: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_blockchain,blockchain_1,Blockchain Fundamentals,skill,blockchain
blockchain_15,Production Web3,"Production Web3: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_blockchain,blockchain_14,Testing Smart Contracts,skill,blockchain
blockchain_8,Smart Contracts,"Smart Contracts: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_blockchain,,,skill,blockchain
blockchain_9,Solidity,"Solidity: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_blockchain,,,skill,blockchain
blockchain_14,Testing Smart Contracts,"Testing Smart Contracts: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_blockchain,blockchain_1,Blockchain Fundamentals,skill,blockchain
blockchain_11,Token Standards,"Token Standards: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_blockchain,,,skill,blockchain
blockchain_4,Wallets,"Wallets: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_blockchain,,,skill,blockchain
blockchain_10,Web3 APIs,"Web3 APIs: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_blockchain,blockchain_1,Blockchain Fundamentals,skill,blockchain
dsa_20,Advanced Graph Algorithms,"Advanced Graph Algorithms: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_1,Algorithmic Complexity,"Algorithmic Complexity: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_computer_science,,,skill,computer_science
dsa_2,Arrays,"Arrays: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_computer_science,,,skill,computer_science
dsa_12,BFS and DFS,"BFS and DFS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_16,Backtracking,"Backtracking: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_9,Binary Search Trees,"Binary Search Trees: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_21,Competitive Programming,"Competitive Programming: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_17,Dynamic Programming,"Dynamic Programming: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_11,Graphs,"Graphs: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_18,Greedy Algorithms,"Greedy Algorithms: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_7,Hash Tables,"Hash Tables: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_10,Heaps,"Heaps: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_4,Linked Lists,"Linked Lists: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_computer_science,,,skill,computer_science
dsa_15,Recursion,"Recursion: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_14,Searching,"Searching: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_19,Shortest Paths,"Shortest Paths: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,dsa_1,Algorithmic Complexity,skill,computer_science
dsa_13,Sorting,"Sorting: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_5,Stacks,"Stacks: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
dsa_3,Strings,"Strings: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_computer_science,,,skill,computer_science
dsa_8,Trees,"Trees: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_computer_science,,,skill,computer_science
cpp_algorithms_advanced,Advanced Algorithms in C++,"Advanced Algorithms in C++: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_cpp,cpp_algorithms,STL Algorithms,skill,cpp
cpp_memory,Advanced Memory Management,"Advanced Memory Management: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_cpp,cpp_raii,RAII and Resource Management,skill,cpp
cpp_arrays,"Arrays, Strings and Containers","Arrays, Strings and Containers: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cpp,cpp_pointers,Pointers and Memory,skill,cpp
cpp_concurrency,C++ Concurrency,"C++ Concurrency: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_cpp,cpp_modern,Modern C++,skill,cpp
cpp_design,C++ Design Patterns,"C++ Design Patterns: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_cpp,cpp_oop,Object-Oriented C++,skill,cpp
cpp_fundamentals,C++ Fundamentals,"C++ Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_cpp,,,skill,cpp
cpp_metaprogramming,C++ Metaprogramming,"C++ Metaprogramming: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_cpp,cpp_templates,Templates,skill,cpp
cpp_networking,C++ Networking,"C++ Networking: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_cpp,cpp_fundamentals,C++ Fundamentals,skill,cpp
cpp_performance,C++ Performance Optimization,"C++ Performance Optimization: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_cpp,cpp_modern,Modern C++,skill,cpp
cpp_profiling,C++ Profiling,"C++ Profiling: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_cpp,cpp_performance,C++ Performance Optimization,skill,cpp
cpp_syntax,C++ Syntax and Control Flow,"C++ Syntax and Control Flow: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cpp,cpp_fundamentals,C++ Fundamentals,skill,cpp
cpp_testing,C++ Testing,"C++ Testing: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_cpp,cpp_fundamentals,C++ Fundamentals,skill,cpp
cpp_cmake,CMake,"CMake: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_cpp,cpp_fundamentals,C++ Fundamentals,skill,cpp
cpp_constructors,Constructors and Destructors,"Constructors and Destructors: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_cpp,cpp_oop,Object-Oriented C++,skill,cpp
cpp_functions,Functions and References,"Functions and References: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cpp,cpp_fundamentals,C++ Fundamentals,skill,cpp
cpp_iterators,Iterators,"Iterators: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cpp,cpp_stl,STL Containers,skill,cpp
cpp_lambdas,Lambdas and Functional C++,"Lambdas and Functional C++: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cpp,cpp_oop,Object-Oriented C++,skill,cpp
cpp_modern,Modern C++,"Modern C++: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_cpp,cpp_templates,Templates,skill,cpp
cpp_move,Move Semantics,"Move Semantics: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_cpp,cpp_smartptr,Smart Pointers,skill,cpp
cpp_oop,Object-Oriented C++,"Object-Oriented C++: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_cpp,cpp_functions,Functions and References,skill,cpp
cpp_pointers,Pointers and Memory,"Pointers and Memory: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_cpp,cpp_fundamentals,C++ Fundamentals,skill,cpp
cpp_production,Production C++ Engineering,"Production C++ Engineering: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",16,hermes_cpp,cpp_performance,C++ Performance Optimization,skill,cpp
cpp_raii,RAII and Resource Management,"RAII and Resource Management: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_cpp,cpp_constructors,Constructors and Destructors,skill,cpp
cpp_rule5,"Rule of Zero, Three and Five","Rule of Zero, Three and Five: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cpp,cpp_constructors,Constructors and Destructors,skill,cpp
cpp_algorithms,STL Algorithms,"STL Algorithms: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_cpp,cpp_stl,STL Containers,skill,cpp
cpp_stl,STL Containers,"STL Containers: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_cpp,cpp_arrays,"Arrays, Strings and Containers",skill,cpp
cpp_smartptr,Smart Pointers,"Smart Pointers: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_cpp,cpp_raii,RAII and Resource Management,skill,cpp
cpp_systems,Systems Programming with C++,"Systems Programming with C++: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",16,hermes_cpp,cpp_memory,Advanced Memory Management,skill,cpp
cpp_templates,Templates,"Templates: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_cpp,cpp_oop,Object-Oriented C++,skill,cpp
cpp_threads,"Threads, Mutexes and Atomics","Threads, Mutexes and Atomics: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_cpp,cpp_concurrency,C++ Concurrency,skill,cpp
cybersecurity_15,Cloud Security,"Cloud Security: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cybersecurity,cybersecurity_1,Cybersecurity Fundamentals,skill,cybersecurity
cybersecurity_4,Cryptography Fundamentals,"Cryptography Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_cybersecurity,cybersecurity_1,Cybersecurity Fundamentals,skill,cybersecurity
cybersecurity_1,Cybersecurity Fundamentals,"Cybersecurity Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_cybersecurity,,,skill,cybersecurity
cybersecurity_13,Digital Forensics,"Digital Forensics: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cybersecurity,,,skill,cybersecurity
cybersecurity_12,Incident Response,"Incident Response: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cybersecurity,,,skill,cybersecurity
cybersecurity_3,Linux Security,"Linux Security: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_cybersecurity,cybersecurity_1,Cybersecurity Fundamentals,skill,cybersecurity
cybersecurity_2,Networking Security,"Networking Security: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_cybersecurity,cybersecurity_1,Cybersecurity Fundamentals,skill,cybersecurity
cybersecurity_7,OWASP Top 10,"OWASP Top 10: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cybersecurity,,,skill,cybersecurity
cybersecurity_14,Penetration Testing,"Penetration Testing: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cybersecurity,cybersecurity_1,Cybersecurity Fundamentals,skill,cybersecurity
cybersecurity_8,Secure Coding,"Secure Coding: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cybersecurity,,,skill,cybersecurity
cybersecurity_11,Security Monitoring,"Security Monitoring: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cybersecurity,cybersecurity_1,Cybersecurity Fundamentals,skill,cybersecurity
cybersecurity_10,Threat Modeling,"Threat Modeling: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cybersecurity,,,skill,cybersecurity
cybersecurity_9,Vulnerability Assessment,"Vulnerability Assessment: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cybersecurity,,,skill,cybersecurity
cybersecurity_6,Web Security,"Web Security: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_cybersecurity,cybersecurity_1,Cybersecurity Fundamentals,skill,cybersecurity
data_advanced_sql,Advanced SQL,"Advanced SQL: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_data,,,skill,data
sql_4,Aggregations,"Aggregations: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_data,,,skill,data
data_analyticsengineering,Analytics Engineering,"Analytics Engineering: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_data,data_dbt,dbt,skill,data
data_airflow,Apache Airflow,"Apache Airflow: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_data,data_etl,ETL Pipelines,skill,data
data_spark,Apache Spark,"Apache Spark: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_data,data_etl,ETL Pipelines,skill,data
data_bigquery,BigQuery,"BigQuery: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,,,skill,data
sql_6,CTEs,"CTEs: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,,,skill,data
data_cleaning,Data Cleaning,"Data Cleaning: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,data_fundamentals,Data Fundamentals,skill,data
data_dataengineering,Data Engineering,"Data Engineering: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_data,data_etl,ETL Pipelines,skill,data
data_fundamentals,Data Fundamentals,"Data Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,,,skill,data
data_dataquality,Data Quality Engineering,"Data Quality Engineering: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,data_dataengineering,Data Engineering,skill,data
data_streaming,Data Streaming,"Data Streaming: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_data,data_fundamentals,Data Fundamentals,skill,data
data_visualization,Data Visualization,"Data Visualization: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,data_eda,Exploratory Data Analysis,skill,data
data_warehouse,Data Warehousing,"Data Warehousing: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_data,data_database,Relational Databases,skill,data
data_wrangling,Data Wrangling,"Data Wrangling: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,data_cleaning,Data Cleaning,skill,data
sql_13,Database Design,"Database Design: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,,,skill,data
data_dimensional,Dimensional Modeling,"Dimensional Modeling: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,data_warehouse,Data Warehousing,skill,data
data_elt,ELT Pipelines,"ELT Pipelines: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,,,skill,data
data_etl,ETL Pipelines,"ETL Pipelines: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,,,skill,data
data_excel,Excel for Data Analysis,"Excel for Data Analysis: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,data_fundamentals,Data Fundamentals,skill,data
data_eda,Exploratory Data Analysis,"Exploratory Data Analysis: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,data_statistics,Statistics for Data Analysis,skill,data
sql_2,Filtering and Sorting,"Filtering and Sorting: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_data,,,skill,data
sql_10,Indexes,"Indexes: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,,,skill,data
sql_3,Joins,"Joins: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_data,,,skill,data
data_matplotlib,Matplotlib,"Matplotlib: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,data_visualization,Data Visualization,skill,data
data_numpy,NumPy,"NumPy: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,data_python,Python for Data Analysis,skill,data
data_pandas,Pandas,"Pandas: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_data,data_numpy,NumPy,skill,data
data_powerbi,Power BI,"Power BI: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_data,data_visualization,Data Visualization,skill,data
data_production,Production Data Engineering,"Production Data Engineering: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",16,hermes_data,data_dataengineering,Data Engineering,skill,data
data_python,Python for Data Analysis,"Python for Data Analysis: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_data,data_fundamentals,Data Fundamentals,skill,data
sql_11,Query Optimization,"Query Optimization: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,,,skill,data
data_database,Relational Databases,"Relational Databases: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,,,skill,data
data_snowflake,Snowflake,"Snowflake: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,,,skill,data
data_statistics,Statistics for Data Analysis,"Statistics for Data Analysis: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_data,data_fundamentals,Data Fundamentals,skill,data
sql_12,Stored Procedures,"Stored Procedures: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,,,skill,data
sql_5,Subqueries,"Subqueries: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,,,skill,data
data_tableau,Tableau,"Tableau: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_data,data_visualization,Data Visualization,skill,data
sql_9,Transactions,"Transactions: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,,,skill,data
sql_8,Views,"Views: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,,,skill,data
sql_7,Window Functions,"Window Functions: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_data,,,skill,data
data_dbt,dbt,"dbt: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_data,data_warehouse,Data Warehousing,skill,data
azure_9,AKS,"AKS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
aws_8,API Gateway,"API Gateway: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
devops_aws,AWS Fundamentals,"AWS Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",14,hermes_devops,devops_cloud,Cloud Fundamentals,skill,devops
devops_ansible,Ansible,"Ansible: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_linux,Linux Fundamentals,skill,devops
azure_8,App Service,"App Service: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
devops_artifacts,Artifact Management,"Artifact Management: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,devops_cicd,CI/CD Fundamentals,skill,devops
kubernetes_12,Autoscaling,"Autoscaling: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
azure_7,Azure Functions,"Azure Functions: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,azure_1,Azure Fundamentals,skill,devops
azure_1,Azure Fundamentals,"Azure Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
azure_10,Azure Monitor,"Azure Monitor: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
azure_6,Azure SQL,"Azure SQL: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,azure_1,Azure Fundamentals,skill,devops
azure_4,Blob Storage,"Blob Storage: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
devops_cicd,CI/CD Fundamentals,"CI/CD Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_git,Git and Version Control,skill,devops
devops_logging,Centralized Logging,"Centralized Logging: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_monitoring,Monitoring,skill,devops
devops_cloud,Cloud Fundamentals,"Cloud Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_fundamentals,DevOps Fundamentals,skill,devops
devops_iam,Cloud IAM,"Cloud IAM: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_aws,AWS Fundamentals,skill,devops
gcp_11,Cloud Monitoring,"Cloud Monitoring: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
devops_cloudnetworking,Cloud Networking,"Cloud Networking: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_devops,devops_networking,Networking Fundamentals,skill,devops
gcp_7,Cloud Run,"Cloud Run: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
gcp_6,Cloud SQL,"Cloud SQL: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,gcp_1,GCP Fundamentals,skill,devops
gcp_4,Cloud Storage,"Cloud Storage: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
devops_storage,Cloud Storage and Databases,"Cloud Storage and Databases: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_aws,AWS Fundamentals,skill,devops
aws_9,CloudFront,"CloudFront: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
aws_13,CloudWatch,"CloudWatch: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
gcp_3,Compute Engine,"Compute Engine: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
kubernetes_5,ConfigMaps,"ConfigMaps: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
kubernetes_3,Deployments,"Deployments: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,kubernetes_2,Pods,skill,devops
devops_fundamentals,DevOps Fundamentals,"DevOps Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
devops_security,DevSecOps,"DevSecOps: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_devops,devops_cicd,CI/CD Fundamentals,skill,devops
devops_docker,Docker,"Docker: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_devops,devops_linux,Linux Fundamentals,skill,devops
devops_compose,Docker Compose,"Docker Compose: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,devops_docker,Docker,skill,devops
aws_16,DynamoDB,"DynamoDB: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
aws_3,EC2,"EC2: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
aws_11,ECS,"ECS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
aws_12,EKS,"EKS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
gcp_1,GCP Fundamentals,"GCP Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
gcp_8,GKE,"GKE: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
devops_git,Git and Version Control,"Git and Version Control: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,devops_fundamentals,DevOps Fundamentals,skill,devops
devops_githubactions,GitHub Actions,"GitHub Actions: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_cicd,CI/CD Fundamentals,skill,devops
devops_gitops,GitOps,"GitOps: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_git,Git and Version Control,skill,devops
devops_grafana,Grafana,"Grafana: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,devops_monitoring,Monitoring,skill,devops
devops_http,HTTP and TLS,"HTTP and TLS: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,devops_networking,Networking Fundamentals,skill,devops
devops_helm,Helm,"Helm: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_kubernetes,Kubernetes,skill,devops
aws_2,IAM,"IAM: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
kubernetes_8,Ingress,"Ingress: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
devops_jenkins,Jenkins,"Jenkins: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_cicd,CI/CD Fundamentals,skill,devops
azure_11,Key Vault,"Key Vault: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
devops_kubernetes,Kubernetes,"Kubernetes: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",16,hermes_devops,devops_cloud,Cloud Fundamentals,skill,devops
kubernetes_1,Kubernetes Fundamentals,"Kubernetes Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",6,hermes_devops,,,skill,devops
devops_ingress,Kubernetes Networking and Ingress,"Kubernetes Networking and Ingress: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",10,hermes_devops,devops_kubernetes,Kubernetes,skill,devops
aws_7,Lambda,"Lambda: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,,,skill,devops
devops_linux,Linux Fundamentals,"Linux Fundamentals: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",12,hermes_devops,devops_fundamentals,DevOps Fundamentals,skill,devops
devops_shell,Linux Shell Scripting,"Linux Shell Scripting: core concepts, practical implementation, tools, best practices, troubleshooting, and production usage.",8,hermes_devops,devops_linux,Linux Fundamentals,skill,devops
